trade_id,order_id,event_time,instrument,side,quantity,price,account_id,client_id,venue
T-0002665,O-0002665,2026-08-25T10:07:45.250000Z,NOVA.L,SELL,3869,42.0478,A-225,CLIENT-25,XLON
T-0002666,O-0002666,2026-08-25T10:07:46.100000Z,ALTO.N,BUY,4284,42.0527,A-226,CLIENT-26,XLON
T-0002667,O-0002667,2026-08-25T10:07:46.950000Z,QUAD.N,SELL,6427,42.0584,A-227,CLIENT-27,XLON
T-0002668,O-0002668,2026-08-25T10:07:47.800000Z,MEGA.O,BUY,4059,42.0611,A-228,CLIENT-28,XLON
T-0002669,O-0002669,2026-08-25T10:07:48.650000Z,LIQD.P,SELL,6198,42.0489,A-229,CLIENT-29,XLON
T-0002670,O-0002670,2026-08-25T10:07:49.500000Z,NOVA.L,BUY,5000,42.067,A-104,CLIENT-LINKED,XLON
T-0002671,O-0002671,2026-08-25T10:07:50.350000Z,NOVA.L,SELL,5001,42.0592,A-882,CLIENT-LINKED,XLON
T-0002672,O-0002672,2026-08-25T10:07:51.200000Z,NOVA.L,BUY,5002,42.0641,A-104,CLIENT-LINKED,XLON
T-0002673,O-0002673,2026-08-25T10:07:52.050000Z,NOVA.L,SELL,5003,42.0618,A-882,CLIENT-LINKED,XLON
T-0002674,O-0002674,2026-08-25T10:07:52.900000Z,LIQD.P,BUY,6609,42.064,A-234,CLIENT-34,XLON
T-0002675,O-0002675,2026-08-25T10:07:53.750000Z,NOVA.L,SELL,4154,42.0656,A-235,CLIENT-35,XLON
T-0002676,O-0002676,2026-08-25T10:07:54.600000Z,ALTO.N,BUY,5592,42.0696,A-236,CLIENT-36,XLON
T-0002677,O-0002677,2026-08-25T10:07:55.450000Z,QUAD.N,SELL,6506,42.0646,A-237,CLIENT-37,XLON
T-0002678,O-0002678,2026-08-25T10:07:56.300000Z,MEGA.O,BUY,4440,42.0767,A-238,CLIENT-38,XLON
T-0002679,O-0002679,2026-08-25T10:07:57.150000Z,LIQD.P,SELL,4358,42.0829,A-239,CLIENT-39,XLON
T-0002680,O-0002680,2026-08-25T10:07:58Z,NOVA.L,BUY,5000,42.0859,A-104,CLIENT-LINKED,XLON
T-0002681,O-0002681,2026-08-25T10:07:58.850000Z,NOVA.L,SELL,5001,42.089,A-882,CLIENT-LINKED,XLON
T-0002682,O-0002682,2026-08-25T10:07:59.700000Z,NOVA.L,BUY,5002,42.0799,A-104,CLIENT-LINKED,XLON
T-0002683,O-0002683,2026-08-25T10:08:00.550000Z,NOVA.L,SELL,5003,42.0887,A-882,CLIENT-LINKED,XLON
T-0002684,O-0002684,2026-08-25T10:08:01.400000Z,LIQD.P,BUY,5020,42.0915,A-244,CLIENT-44,XLON
T-0002685,O-0002685,2026-08-25T10:08:02.250000Z,NOVA.L,SELL,6787,42.093,A-245,CLIENT-45,XLON
T-0002686,O-0002686,2026-08-25T10:08:03.100000Z,ALTO.N,BUY,3845,42.0931,A-246,CLIENT-46,XLON
T-0002687,O-0002687,2026-08-25T10:08:03.950000Z,QUAD.N,SELL,6073,42.0868,A-247,CLIENT-47,XLON
T-0002688,O-0002688,2026-08-25T10:08:04.800000Z,MEGA.O,BUY,3971,42.0861,A-248,CLIENT-48,XLON
T-0002689,O-0002689,2026-08-25T10:08:05.650000Z,LIQD.P,SELL,6243,42.0959,A-249,CLIENT-49,XLON
T-0002690,O-0002690,2026-08-25T10:08:06.500000Z,NOVA.L,BUY,5000,42.101,A-104,CLIENT-LINKED,XLON
T-0002691,O-0002691,2026-08-25T10:08:07.350000Z,NOVA.L,SELL,5001,42.0937,A-882,CLIENT-LINKED,XLON
T-0002692,O-0002692,2026-08-25T10:08:08.200000Z,NOVA.L,BUY,5002,42.0982,A-104,CLIENT-LINKED,XLON
T-0002693,O-0002693,2026-08-25T10:08:09.050000Z,NOVA.L,SELL,5003,42.1108,A-882,CLIENT-LINKED,XLON
T-0002694,O-0002694,2026-08-25T10:08:09.900000Z,LIQD.P,BUY,6773,42.1049,A-254,CLIENT-54,XLON
T-0002695,O-0002695,2026-08-25T10:08:10.750000Z,NOVA.L,SELL,5490,42.1181,A-255,CLIENT-55,XLON
T-0002696,O-0002696,2026-08-25T10:08:11.600000Z,ALTO.N,BUY,5899,42.1048,A-256,CLIENT-56,XLON
T-0002697,O-0002697,2026-08-25T10:08:12.450000Z,QUAD.N,SELL,4553,42.1084,A-257,CLIENT-57,XLON
T-0002698,O-0002698,2026-08-25T10:08:13.300000Z,MEGA.O,BUY,4835,42.1099,A-258,CLIENT-58,XLON
T-0002699,O-0002699,2026-08-25T10:08:14.150000Z,LIQD.P,SELL,4542,42.1214,A-259,CLIENT-59,XLON
T-0002700,O-0002700,2026-08-25T10:08:15Z,NOVA.L,BUY,5000,42.1213,A-104,CLIENT-LINKED,XLON
T-0002701,O-0002701,2026-08-25T10:08:15.850000Z,NOVA.L,SELL,5001,42.1131,A-882,CLIENT-LINKED,XLON
T-0002702,O-0002702,2026-08-25T10:08:16.700000Z,NOVA.L,BUY,5002,42.129,A-104,CLIENT-LINKED,XLON
T-0002703,O-0002703,2026-08-25T10:08:17.550000Z,NOVA.L,SELL,5003,42.1358,A-882,CLIENT-LINKED,XLON
T-0002704,O-0002704,2026-08-25T10:08:18.400000Z,LIQD.P,BUY,6048,42.1272,A-204,CLIENT-4,XLON
T-0002705,O-0002705,2026-08-25T10:08:19.250000Z,NOVA.L,SELL,6051,42.1215,A-205,CLIENT-5,XLON
T-0002706,O-0002706,2026-08-25T10:08:20.100000Z,ALTO.N,BUY,6551,42.1233,A-206,CLIENT-6,XLON
T-0002707,O-0002707,2026-08-25T10:08:20.950000Z,QUAD.N,SELL,4202,42.1279,A-207,CLIENT-7,XLON
T-0002708,O-0002708,2026-08-25T10:08:21.800000Z,MEGA.O,BUY,6178,42.1357,A-208,CLIENT-8,XLON
T-0002709,O-0002709,2026-08-25T10:08:22.650000Z,LIQD.P,SELL,5155,42.1351,A-209,CLIENT-9,XLON
T-0002710,O-0002710,2026-08-25T10:08:23.500000Z,NOVA.L,BUY,5000,42.1434,A-104,CLIENT-LINKED,XLON
T-0002711,O-0002711,2026-08-25T10:08:24.350000Z,NOVA.L,SELL,5001,42.1367,A-882,CLIENT-LINKED,XLON
T-0002712,O-0002712,2026-08-25T10:08:25.200000Z,NOVA.L,BUY,5002,42.1397,A-104,CLIENT-LINKED,XLON
T-0002713,O-0002713,2026-08-25T10:08:26.050000Z,NOVA.L,SELL,5003,42.1374,A-882,CLIENT-LINKED,XLON
T-0002714,O-0002714,2026-08-25T10:08:26.900000Z,LIQD.P,BUY,4592,42.1444,A-214,CLIENT-14,XLON
T-0002715,O-0002715,2026-08-25T10:08:27.750000Z,NOVA.L,SELL,5645,42.1466,A-215,CLIENT-15,XLON
T-0002716,O-0002716,2026-08-25T10:08:28.600000Z,ALTO.N,BUY,6500,42.1481,A-216,CLIENT-16,XLON
T-0002717,O-0002717,2026-08-25T10:08:29.450000Z,QUAD.N,SELL,6192,42.147,A-217,CLIENT-17,XLON
T-0002718,O-0002718,2026-08-25T10:08:30.300000Z,MEGA.O,BUY,6121,42.1533,A-218,CLIENT-18,XLON
T-0002719,O-0002719,2026-08-25T10:08:31.150000Z,LIQD.P,SELL,5095,42.1672,A-219,CLIENT-19,XLON
T-0002720,O-0002720,2026-08-25T10:08:32Z,NOVA.L,BUY,5000,41.9934,A-104,CLIENT-LINKED,XLON
T-0002721,O-0002721,2026-08-25T10:08:32.850000Z,NOVA.L,SELL,5001,41.9983,A-882,CLIENT-LINKED,XLON
T-0002722,O-0002722,2026-08-25T10:08:33.700000Z,NOVA.L,BUY,5002,42.0097,A-104,CLIENT-LINKED,XLON
T-0002723,O-0002723,2026-08-25T10:08:34.550000Z,NOVA.L,SELL,5003,42.0102,A-882,CLIENT-LINKED,XLON
T-0002724,O-0002724,2026-08-25T10:08:35.400000Z,LIQD.P,BUY,6424,42.0067,A-224,CLIENT-24,XLON
T-0002725,O-0002725,2026-08-25T10:08:36.250000Z,NOVA.L,SELL,5272,42.0027,A-225,CLIENT-25,XLON
T-0002726,O-0002726,2026-08-25T10:08:37.100000Z,ALTO.N,BUY,5158,42.0196,A-226,CLIENT-26,XLON
T-0002727,O-0002727,2026-08-25T10:08:37.950000Z,QUAD.N,SELL,5695,42.0129,A-227,CLIENT-27,XLON
T-0002728,O-0002728,2026-08-25T10:08:38.800000Z,MEGA.O,BUY,5051,42.0157,A-228,CLIENT-28,XLON
T-0002729,O-0002729,2026-08-25T10:08:39.650000Z,LIQD.P,SELL,4245,42.0115,A-229,CLIENT-29,XLON
T-0002730,O-0002730,2026-08-25T10:08:40.500000Z,NOVA.L,BUY,5000,42.0221,A-104,CLIENT-LINKED,XLON
T-0002731,O-0002731,2026-08-25T10:08:41.350000Z,NOVA.L,SELL,5001,42.0288,A-882,CLIENT-LINKED,XLON
T-0002732,O-0002732,2026-08-25T10:08:42.200000Z,NOVA.L,BUY,5002,42.0312,A-104,CLIENT-LINKED,XLON
T-0002733,O-0002733,2026-08-25T10:08:43.050000Z,NOVA.L,SELL,5003,42.0188,A-882,CLIENT-LINKED,XLON
T-0002734,O-0002734,2026-08-25T10:08:43.900000Z,LIQD.P,BUY,6006,42.0219,A-234,CLIENT-34,XLON
T-0002735,O-0002735,2026-08-25T10:08:44.750000Z,NOVA.L,SELL,6366,42.0215,A-235,CLIENT-35,XLON
T-0002736,O-0002736,2026-08-25T10:08:45.600000Z,ALTO.N,BUY,4108,42.0398,A-236,CLIENT-36,XLON
T-0002737,O-0002737,2026-08-25T10:08:46.450000Z,QUAD.N,SELL,5877,42.0366,A-237,CLIENT-37,XLON
T-0002738,O-0002738,2026-08-25T10:08:47.300000Z,MEGA.O,BUY,6183,42.0376,A-238,CLIENT-38,XLON
T-0002739,O-0002739,2026-08-25T10:08:48.150000Z,LIQD.P,SELL,6216,42.0323,A-239,CLIENT-39,XLON
T-0002740,O-0002740,2026-08-25T10:08:49Z,NOVA.L,BUY,5000,42.0307,A-104,CLIENT-LINKED,XLON
T-0002741,O-0002741,2026-08-25T10:08:49.850000Z,NOVA.L,SELL,5001,42.0372,A-882,CLIENT-LINKED,XLON
T-0002742,O-0002742,2026-08-25T10:08:50.700000Z,NOVA.L,BUY,5002,42.0519,A-104,CLIENT-LINKED,XLON
T-0002743,O-0002743,2026-08-25T10:08:51.550000Z,NOVA.L,SELL,5003,42.0468,A-882,CLIENT-LINKED,XLON
T-0002744,O-0002744,2026-08-25T10:08:52.400000Z,LIQD.P,BUY,6478,42.0535,A-244,CLIENT-44,XLON
T-0002745,O-0002745,2026-08-25T10:08:53.250000Z,NOVA.L,SELL,5298,42.0478,A-245,CLIENT-45,XLON
T-0002746,O-0002746,2026-08-25T10:08:54.100000Z,ALTO.N,BUY,6215,42.0567,A-246,CLIENT-46,XLON
T-0002747,O-0002747,2026-08-25T10:08:54.950000Z,QUAD.N,SELL,4991,42.0467,A-247,CLIENT-47,XLON
T-0002748,O-0002748,2026-08-25T10:08:55.800000Z,MEGA.O,BUY,5852,42.0562,A-248,CLIENT-48,XLON
T-0002749,O-0002749,2026-08-25T10:08:56.650000Z,LIQD.P,SELL,5425,42.0553,A-249,CLIENT-49,XLON
T-0002750,O-0002750,2026-08-25T10:08:57.500000Z,NOVA.L,BUY,5000,42.0502,A-104,CLIENT-LINKED,XLON
T-0002751,O-0002751,2026-08-25T10:08:58.350000Z,NOVA.L,SELL,5001,42.0568,A-882,CLIENT-LINKED,XLON
T-0002752,O-0002752,2026-08-25T10:08:59.200000Z,NOVA.L,BUY,5002,42.0733,A-104,CLIENT-LINKED,XLON
T-0002753,O-0002753,2026-08-25T10:09:00.050000Z,NOVA.L,SELL,5003,42.0756,A-882,CLIENT-LINKED,XLON
T-0002754,O-0002754,2026-08-25T10:09:00.900000Z,LIQD.P,BUY,6602,42.0613,A-254,CLIENT-54,XLON
T-0002755,O-0002755,2026-08-25T10:09:01.750000Z,NOVA.L,SELL,5905,42.0628,A-255,CLIENT-55,XLON
T-0002756,O-0002756,2026-08-25T10:09:02.600000Z,ALTO.N,BUY,4452,42.0656,A-256,CLIENT-56,XLON
T-0002757,O-0002757,2026-08-25T10:09:03.450000Z,QUAD.N,SELL,6117,42.0772,A-257,CLIENT-57,XLON
T-0002758,O-0002758,2026-08-25T10:09:04.300000Z,MEGA.O,BUY,4398,42.0807,A-258,CLIENT-58,XLON
T-0002759,O-0002759,2026-08-25T10:09:05.150000Z,LIQD.P,SELL,5780,42.0868,A-259,CLIENT-59,XLON
T-0002760,O-0002760,2026-08-25T10:09:06Z,NOVA.L,BUY,5000,42.0708,A-104,CLIENT-LINKED,XLON
T-0002761,O-0002761,2026-08-25T10:09:06.850000Z,NOVA.L,SELL,5001,42.0872,A-882,CLIENT-LINKED,XLON
T-0002762,O-0002762,2026-08-25T10:09:07.700000Z,NOVA.L,BUY,5002,42.0786,A-104,CLIENT-LINKED,XLON
T-0002763,O-0002763,2026-08-25T10:09:08.550000Z,NOVA.L,SELL,5003,42.0813,A-882,CLIENT-LINKED,XLON
T-0002764,O-0002764,2026-08-25T10:09:09.400000Z,LIQD.P,BUY,4758,42.0789,A-204,CLIENT-4,XLON
T-0002765,O-0002765,2026-08-25T10:09:10.250000Z,NOVA.L,SELL,4646,42.0904,A-205,CLIENT-5,XLON
T-0002766,O-0002766,2026-08-25T10:09:11.100000Z,ALTO.N,BUY,5279,42.0898,A-206,CLIENT-6,XLON
T-0002767,O-0002767,2026-08-25T10:09:11.950000Z,QUAD.N,SELL,5662,42.1016,A-207,CLIENT-7,XLON
T-0002768,O-0002768,2026-08-25T10:09:12.800000Z,MEGA.O,BUY,3963,42.1056,A-208,CLIENT-8,XLON
T-0002769,O-0002769,2026-08-25T10:09:13.650000Z,LIQD.P,SELL,5127,42.0901,A-209,CLIENT-9,XLON
T-0002770,O-0002770,2026-08-25T10:09:14.500000Z,NOVA.L,BUY,5000,42.1094,A-104,CLIENT-LINKED,XLON
T-0002771,O-0002771,2026-08-25T10:09:15.350000Z,NOVA.L,SELL,5001,42.1047,A-882,CLIENT-LINKED,XLON
T-0002772,O-0002772,2026-08-25T10:09:16.200000Z,NOVA.L,BUY,5002,42.0995,A-104,CLIENT-LINKED,XLON
T-0002773,O-0002773,2026-08-25T10:09:17.050000Z,NOVA.L,SELL,5003,42.1108,A-882,CLIENT-LINKED,XLON
T-0002774,O-0002774,2026-08-25T10:09:17.900000Z,LIQD.P,BUY,6170,42.1089,A-214,CLIENT-14,XLON
T-0002775,O-0002775,2026-08-25T10:09:18.750000Z,NOVA.L,SELL,4512,42.1075,A-215,CLIENT-15,XLON
T-0002776,O-0002776,2026-08-25T10:09:19.600000Z,ALTO.N,BUY,5350,42.1093,A-216,CLIENT-16,XLON
T-0002777,O-0002777,2026-08-25T10:09:20.450000Z,QUAD.N,SELL,6476,42.122,A-217,CLIENT-17,XLON
T-0002778,O-0002778,2026-08-25T10:09:21.300000Z,MEGA.O,BUY,4118,42.1163,A-218,CLIENT-18,XLON
T-0002779,O-0002779,2026-08-25T10:09:22.150000Z,LIQD.P,SELL,5341,42.1275,A-219,CLIENT-19,XLON
T-0002780,O-0002780,2026-08-25T10:09:23Z,NOVA.L,BUY,5000,42.1145,A-104,CLIENT-LINKED,XLON
T-0002781,O-0002781,2026-08-25T10:09:23.850000Z,NOVA.L,SELL,5001,42.1201,A-882,CLIENT-LINKED,XLON
T-0002782,O-0002782,2026-08-25T10:09:24.700000Z,NOVA.L,BUY,5002,42.1303,A-104,CLIENT-LINKED,XLON
T-0002783,O-0002783,2026-08-25T10:09:25.550000Z,NOVA.L,SELL,5003,42.1229,A-882,CLIENT-LINKED,XLON
T-0002784,O-0002784,2026-08-25T10:09:26.400000Z,LIQD.P,BUY,5774,42.1357,A-224,CLIENT-24,XLON
T-0002785,O-0002785,2026-08-25T10:09:27.250000Z,NOVA.L,SELL,3827,42.13,A-225,CLIENT-25,XLON
T-0002786,O-0002786,2026-08-25T10:09:28.100000Z,ALTO.N,BUY,4369,42.1308,A-226,CLIENT-26,XLON
T-0002787,O-0002787,2026-08-25T10:09:28.950000Z,QUAD.N,SELL,4742,42.1255,A-227,CLIENT-27,XLON
T-0002788,O-0002788,2026-08-25T10:09:29.800000Z,MEGA.O,BUY,6435,42.1316,A-228,CLIENT-28,XLON
T-0002789,O-0002789,2026-08-25T10:09:30.650000Z,LIQD.P,SELL,4415,42.1317,A-229,CLIENT-29,XLON
T-0002790,O-0002790,2026-08-25T10:09:31.500000Z,NOVA.L,BUY,5000,42.1372,A-104,CLIENT-LINKED,XLON
T-0002791,O-0002791,2026-08-25T10:09:32.350000Z,NOVA.L,SELL,5001,42.1463,A-882,CLIENT-LINKED,XLON
T-0002792,O-0002792,2026-08-25T10:09:33.200000Z,NOVA.L,BUY,5002,42.1364,A-104,CLIENT-LINKED,XLON
T-0002793,O-0002793,2026-08-25T10:09:34.050000Z,NOVA.L,SELL,5003,42.1406,A-882,CLIENT-LINKED,XLON
T-0002794,O-0002794,2026-08-25T10:09:34.900000Z,LIQD.P,BUY,5152,42.1524,A-234,CLIENT-34,XLON
T-0002795,O-0002795,2026-08-25T10:09:35.750000Z,NOVA.L,SELL,5772,42.1535,A-235,CLIENT-35,XLON
T-0002796,O-0002796,2026-08-25T10:09:36.600000Z,ALTO.N,BUY,5762,42.1462,A-236,CLIENT-36,XLON
T-0002797,O-0002797,2026-08-25T10:09:37.450000Z,QUAD.N,SELL,4460,42.1569,A-237,CLIENT-37,XLON
T-0002798,O-0002798,2026-08-25T10:09:38.300000Z,MEGA.O,BUY,5483,42.1464,A-238,CLIENT-38,XLON
T-0002799,O-0002799,2026-08-25T10:09:39.150000Z,LIQD.P,SELL,3976,42.1506,A-239,CLIENT-39,XLON
T-0002800,O-0002800,2026-08-25T10:09:40Z,NOVA.L,BUY,5000,42.0018,A-104,CLIENT-LINKED,XLON
T-0002801,O-0002801,2026-08-25T10:09:40.850000Z,NOVA.L,SELL,5001,41.9947,A-882,CLIENT-LINKED,XLON
T-0002802,O-0002802,2026-08-25T10:09:41.700000Z,NOVA.L,BUY,5002,42.0043,A-104,CLIENT-LINKED,XLON
T-0002803,O-0002803,2026-08-25T10:09:42.550000Z,NOVA.L,SELL,5003,42.0138,A-882,CLIENT-LINKED,XLON
T-0002804,O-0002804,2026-08-25T10:09:43.400000Z,LIQD.P,BUY,4401,41.9991,A-244,CLIENT-44,XLON
T-0002805,O-0002805,2026-08-25T10:09:44.250000Z,NOVA.L,SELL,4857,42.0184,A-245,CLIENT-45,XLON
T-0002806,O-0002806,2026-08-25T10:09:45.100000Z,ALTO.N,BUY,5916,42.0212,A-246,CLIENT-46,XLON
T-0002807,O-0002807,2026-08-25T10:09:45.950000Z,QUAD.N,SELL,6254,42.0234,A-247,CLIENT-47,XLON
T-0002808,O-0002808,2026-08-25T10:09:46.800000Z,MEGA.O,BUY,6411,42.0064,A-248,CLIENT-48,XLON
T-0002809,O-0002809,2026-08-25T10:09:47.650000Z,LIQD.P,SELL,6747,42.0226,A-249,CLIENT-49,XLON
T-0002810,O-0002810,2026-08-25T10:09:48.500000Z,NOVA.L,BUY,5000,42.0264,A-104,CLIENT-LINKED,XLON
T-0002811,O-0002811,2026-08-25T10:09:49.350000Z,NOVA.L,SELL,5001,42.0309,A-882,CLIENT-LINKED,XLON
T-0002812,O-0002812,2026-08-25T10:09:50.200000Z,NOVA.L,BUY,5002,42.0183,A-104,CLIENT-LINKED,XLON
T-0002813,O-0002813,2026-08-25T10:09:51.050000Z,NOVA.L,SELL,5003,42.0281,A-882,CLIENT-LINKED,XLON
T-0002814,O-0002814,2026-08-25T10:09:51.900000Z,LIQD.P,BUY,5730,42.0353,A-254,CLIENT-54,XLON
T-0002815,O-0002815,2026-08-25T10:09:52.750000Z,NOVA.L,SELL,4498,42.0244,A-255,CLIENT-55,XLON
T-0002816,O-0002816,2026-08-25T10:09:53.600000Z,ALTO.N,BUY,5482,42.034,A-256,CLIENT-56,XLON
T-0002817,O-0002817,2026-08-25T10:09:54.450000Z,QUAD.N,SELL,6186,42.0404,A-257,CLIENT-57,XLON
T-0002818,O-0002818,2026-08-25T10:09:55.300000Z,MEGA.O,BUY,4544,42.0385,A-258,CLIENT-58,XLON
T-0002819,O-0002819,2026-08-25T10:09:56.150000Z,LIQD.P,SELL,5892,42.0333,A-259,CLIENT-59,XLON
T-0002820,O-0002820,2026-08-25T10:09:57Z,NOVA.L,BUY,5000,42.0445,A-104,CLIENT-LINKED,XLON
T-0002821,O-0002821,2026-08-25T10:09:57.850000Z,NOVA.L,SELL,5001,42.0389,A-882,CLIENT-LINKED,XLON
T-0002822,O-0002822,2026-08-25T10:09:58.700000Z,NOVA.L,BUY,5002,42.0431,A-104,CLIENT-LINKED,XLON
T-0002823,O-0002823,2026-08-25T10:09:59.550000Z,NOVA.L,SELL,5003,42.0478,A-882,CLIENT-LINKED,XLON
T-0002824,O-0002824,2026-08-25T10:10:00.400000Z,LIQD.P,BUY,4741,42.0456,A-204,CLIENT-4,XLON
T-0002825,O-0002825,2026-08-25T10:10:01.250000Z,NOVA.L,SELL,4341,42.0422,A-205,CLIENT-5,XLON
T-0002826,O-0002826,2026-08-25T10:10:02.100000Z,ALTO.N,BUY,4628,42.0525,A-206,CLIENT-6,XLON
T-0002827,O-0002827,2026-08-25T10:10:02.950000Z,QUAD.N,SELL,5865,42.0577,A-207,CLIENT-7,XLON
T-0002828,O-0002828,2026-08-25T10:10:03.800000Z,MEGA.O,BUY,4412,42.0581,A-208,CLIENT-8,XLON
T-0002829,O-0002829,2026-08-25T10:10:04.650000Z,LIQD.P,SELL,4526,42.0575,A-209,CLIENT-9,XLON
T-0002830,O-0002830,2026-08-25T10:10:05.500000Z,NOVA.L,BUY,5000,42.0623,A-104,CLIENT-LINKED,XLON
T-0002831,O-0002831,2026-08-25T10:10:06.350000Z,NOVA.L,SELL,5001,42.0528,A-882,CLIENT-LINKED,XLON
T-0002832,O-0002832,2026-08-25T10:10:07.200000Z,NOVA.L,BUY,5002,42.0697,A-104,CLIENT-LINKED,XLON
T-0002833,O-0002833,2026-08-25T10:10:08.050000Z,NOVA.L,SELL,5003,42.0661,A-882,CLIENT-LINKED,XLON
T-0002834,O-0002834,2026-08-25T10:10:08.900000Z,LIQD.P,BUY,4281,42.0599,A-214,CLIENT-14,XLON
T-0002835,O-0002835,2026-08-25T10:10:09.750000Z,NOVA.L,SELL,6500,42.0626,A-215,CLIENT-15,XLON
T-0002836,O-0002836,2026-08-25T10:10:10.600000Z,ALTO.N,BUY,6271,42.0728,A-216,CLIENT-16,XLON
T-0002837,O-0002837,2026-08-25T10:10:11.450000Z,QUAD.N,SELL,3804,42.0819,A-217,CLIENT-17,XLON
T-0002838,O-0002838,2026-08-25T10:10:12.300000Z,MEGA.O,BUY,6579,42.079,A-218,CLIENT-18,XLON
T-0002839,O-0002839,2026-08-25T10:10:13.150000Z,LIQD.P,SELL,5938,42.0764,A-219,CLIENT-19,XLON
T-0002840,O-0002840,2026-08-25T10:10:14Z,NOVA.L,BUY,5000,42.0875,A-104,CLIENT-LINKED,XLON
T-0002841,O-0002841,2026-08-25T10:10:14.850000Z,NOVA.L,SELL,5001,42.086,A-882,CLIENT-LINKED,XLON
T-0002842,O-0002842,2026-08-25T10:10:15.700000Z,NOVA.L,BUY,5002,42.0826,A-104,CLIENT-LINKED,XLON
T-0002843,O-0002843,2026-08-25T10:10:16.550000Z,NOVA.L,SELL,5003,42.0948,A-882,CLIENT-LINKED,XLON
T-0002844,O-0002844,2026-08-25T10:10:17.400000Z,LIQD.P,BUY,5774,42.0938,A-224,CLIENT-24,XLON
T-0002845,O-0002845,2026-08-25T10:10:18.250000Z,NOVA.L,SELL,5361,42.087,A-225,CLIENT-25,XLON
T-0002846,O-0002846,2026-08-25T10:10:19.100000Z,ALTO.N,BUY,6653,42.0935,A-226,CLIENT-26,XLON
T-0002847,O-0002847,2026-08-25T10:10:19.950000Z,QUAD.N,SELL,5542,42.0867,A-227,CLIENT-27,XLON
T-0002848,O-0002848,2026-08-25T10:10:20.800000Z,MEGA.O,BUY,5754,42.1013,A-228,CLIENT-28,XLON
T-0002849,O-0002849,2026-08-25T10:10:21.650000Z,LIQD.P,SELL,4143,42.0937,A-229,CLIENT-29,XLON
T-0002850,O-0002850,2026-08-25T10:10:22.500000Z,NOVA.L,BUY,5000,42.1075,A-104,CLIENT-LINKED,XLON
T-0002851,O-0002851,2026-08-25T10:10:23.350000Z,NOVA.L,SELL,5001,42.1002,A-882,CLIENT-LINKED,XLON
T-0002852,O-0002852,2026-08-25T10:10:24.200000Z,NOVA.L,BUY,5002,42.0978,A-104,CLIENT-LINKED,XLON
T-0002853,O-0002853,2026-08-25T10:10:25.050000Z,NOVA.L,SELL,5003,42.1102,A-882,CLIENT-LINKED,XLON
T-0002854,O-0002854,2026-08-25T10:10:25.900000Z,LIQD.P,BUY,3829,42.1096,A-234,CLIENT-34,XLON
T-0002855,O-0002855,2026-08-25T10:10:26.750000Z,NOVA.L,SELL,4282,42.1104,A-235,CLIENT-35,XLON
T-0002856,O-0002856,2026-08-25T10:10:27.600000Z,ALTO.N,BUY,5336,42.1151,A-236,CLIENT-36,XLON
T-0002857,O-0002857,2026-08-25T10:10:28.450000Z,QUAD.N,SELL,6617,42.1201,A-237,CLIENT-37,XLON
T-0002858,O-0002858,2026-08-25T10:10:29.300000Z,MEGA.O,BUY,5474,42.1132,A-238,CLIENT-38,XLON
T-0002859,O-0002859,2026-08-25T10:10:30.150000Z,LIQD.P,SELL,4433,42.1165,A-239,CLIENT-39,XLON
T-0002860,O-0002860,2026-08-25T10:10:31Z,NOVA.L,BUY,5000,42.1217,A-104,CLIENT-LINKED,XLON
T-0002861,O-0002861,2026-08-25T10:10:31.850000Z,NOVA.L,SELL,5001,42.1172,A-882,CLIENT-LINKED,XLON
T-0002862,O-0002862,2026-08-25T10:10:32.700000Z,NOVA.L,BUY,5002,42.1247,A-104,CLIENT-LINKED,XLON
T-0002863,O-0002863,2026-08-25T10:10:33.550000Z,NOVA.L,SELL,5003,42.1273,A-882,CLIENT-LINKED,XLON
T-0002864,O-0002864,2026-08-25T10:10:34.400000Z,LIQD.P,BUY,6306,42.1235,A-244,CLIENT-44,XLON
T-0002865,O-0002865,2026-08-25T10:10:35.250000Z,NOVA.L,SELL,6587,42.1279,A-245,CLIENT-45,XLON
T-0002866,O-0002866,2026-08-25T10:10:36.100000Z,ALTO.N,BUY,4634,42.1303,A-246,CLIENT-46,XLON
T-0002867,O-0002867,2026-08-25T10:10:36.950000Z,QUAD.N,SELL,6083,42.1336,A-247,CLIENT-47,XLON
T-0002868,O-0002868,2026-08-25T10:10:37.800000Z,MEGA.O,BUY,5316,42.1372,A-248,CLIENT-48,XLON
T-0002869,O-0002869,2026-08-25T10:10:38.650000Z,LIQD.P,SELL,5781,42.1331,A-249,CLIENT-49,XLON
T-0002870,O-0002870,2026-08-25T10:10:39.500000Z,NOVA.L,BUY,5000,42.1361,A-104,CLIENT-LINKED,XLON
T-0002871,O-0002871,2026-08-25T10:10:40.350000Z,NOVA.L,SELL,5001,42.1389,A-882,CLIENT-LINKED,XLON
T-0002872,O-0002872,2026-08-25T10:10:41.200000Z,NOVA.L,BUY,5002,42.1481,A-104,CLIENT-LINKED,XLON
T-0002873,O-0002873,2026-08-25T10:10:42.050000Z,NOVA.L,SELL,5003,42.1507,A-882,CLIENT-LINKED,XLON
T-0002874,O-0002874,2026-08-25T10:10:42.900000Z,LIQD.P,BUY,6500,42.1404,A-254,CLIENT-54,XLON
T-0002875,O-0002875,2026-08-25T10:10:43.750000Z,NOVA.L,SELL,4741,42.1489,A-255,CLIENT-55,XLON
